City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Vadodara,118,64.7367,111.6445,32.6185,1.5091,23.4738,72.886,29.0876,44.0722,8.4656,0.0,1009.4041,76464,6.1417,51
Patna,46,21.0234,6.9547,19.374,0.9341,15.7712,40.2394,20.1521,43.3945,11.5763,26.2839,1008.0018,54002,4.5213,12
Delhi,314,137.7798,224.9661,79.5557,5.8295,24.2119,115.7164,9.0281,56.6085,7.4344,0.0,1007.5227,510348,5.977,99
Meerut,56,32.7861,49.0861,20.1176,1.041,8.7402,31.9331,13.3533,58.852,16.3086,0.0,1010.0447,86616,3.1347,17
Patna,73,44.2561,74.0872,23.9033,1.4711,10.6224,56.0988,14.9006,57.1832,5.9205,0.0,1013.1895,84335,2.1832,26
Patna,94,36.1308,93.585,23.6792,1.3287,13.1942,47.8414,27.9849,41.8881,12.0289,0.0,1006.1872,96708,3.6625,30
Ludhiana,112,64.8467,85.561,36.7782,1.5215,31.6552,79.971,20.2642,51.8805,5.9348,9.9868,1009.6491,61269,7.1987,52
Nagpur,98,59.6936,97.4282,28.6561,1.6976,16.0508,56.978,21.5024,50.3967,10.4308,0.0,1010.2369,117051,4.8572,41
Ahmedabad,90,54.3276,91.0393,36.8201,1.4462,29.7076,53.0505,7.243,68.6291,9.3066,8.9414,1012.9555,68603,8.3954,37
Nagpur,85,51.8501,77.3366,22.5325,1.0539,12.8813,61.6169,29.2261,43.8122,6.9989,0.0,1006.8739,58853,2.9815,32
Bhopal,59,35.1956,59.1097,22.0977,1.1704,11.0011,35.7007,24.9539,46.9104,14.8369,0.0,1012.2264,86626,4.1401,18
Delhi,169,80.1813,128.5984,49.2163,3.4221,14.2092,73.905,18.8059,52.3991,10.0697,0.0,1008.2165,330987,4.4033,79
Bhopal,61,27.4125,46.6565,18.1037,1.2202,6.9847,52.9922,33.7868,39.6039,11.5203,0.1035,1010.5936,92708,2.1591,16
Ahmedabad,78,30.6224,10.4134,34.9002,1.5937,20.9233,65.7608,21.5652,54.6633,9.3734,19.9162,1007.021,85401,5.7053,24
Bangalore,207,91.7541,138.5741,52.4315,4.527,8.5421,76.63,17.7885,52.5115,10.1684,0.0,1013.2692,471847,2.5411,91
Bhopal,80,48.4133,76.6089,24.1649,1.3913,12.7755,52.7881,28.3957,43.4436,9.4833,0.0,1006.3539,91644,3.4208,28
Agra,70,42.6029,67.8044,22.1072,1.0619,13.8491,37.1035,16.3115,53.8572,11.7483,0.0,1011.9044,70232,4.0041,24
Bhopal,71,43.7656,68.2933,21.6004,0.869,12.276,50.7103,28.4029,45.4999,11.2234,0.0,1006.1022,72229,3.7285,24
Thane,177,83.3761,139.1571,38.9244,2.0264,29.9188,79.4584,30.8486,40.0648,8.9584,0.0,1010.6476,111004,8.0836,82
Nagpur,69,37.6953,67.9514,22.1785,1.3046,9.419,48.181,23.3691,55.0849,9.1468,0.0,1006.923,85998,2.6533,22
Bhopal,84,50.3345,75.4167,26.108,1.3556,10.1368,69.7876,41.7944,32.4565,10.5793,0.0,1009.6201,109289,2.8261,29
Patna,63,32.6409,53.5597,17.4803,1.0883,7.252,61.6315,37.2933,37.2366,9.1117,0.0,1005.6394,71710,1.4336,17
Bangalore,156,77.1285,106.7944,42.5116,2.6753,14.2186,55.9849,15.924,49.3657,11.1952,0.0,1010.608,256212,4.7921,74
Jaipur,83,40.1791,83.1334,21.2259,1.24,10.5421,38.6685,20.3846,43.0266,11.5384,0.0,1006.3076,105226,3.1066,26
Kolkata,136,70.3365,108.4836,39.3833,3.0332,14.9206,74.1421,31.7261,37.8656,9.7062,0.0,1009.9901,264842,3.8435,61
Indore,80,39.4068,81.4992,23.0861,1.2552,15.8592,32.2065,8.302,50.4892,10.8898,0.0,1013.2007,74647,4.5161,27
Ahmedabad,195,88.3662,164.8979,44.4498,2.0787,32.9511,68.1247,13.0234,59.6679,7.9213,0.0,1009.2432,87263,8.6235,88
Ludhiana,126,67.912,115.8225,29.5668,1.1845,22.977,45.5956,23.6468,42.7026,13.752,0.0,1010.2559,78217,8.3765,57
Pune,80,47.6372,72.8605,25.794,0.9994,14.9536,36.3188,12.7989,53.0538,12.7612,0.0,1012.7454,72490,4.9188,28
Ahmedabad,106,54.6657,107.2668,30.0191,1.6466,18.8969,67.7087,36.0389,34.9204,11.9492,0.0,1006.297,115333,5.7967,40
Agra,108,59.0508,108.7953,31.2432,1.466,16.7868,64.2684,17.4292,48.4717,8.2435,0.0,1012.8189,70937,4.5737,44
Jaipur,83,50.3055,81.4183,20.8809,1.2911,15.801,38.3592,19.1073,45.2635,12.0849,0.0,1009.3407,94198,4.7875,30
Mumbai,151,75.2458,135.3407,46.353,3.7822,12.1854,43.5391,28.8137,84.2933,19.0095,0.0,1012.0056,550723,4.8473,74
Indore,94,51.0206,96.1189,28.5114,1.4148,14.8899,68.6582,28.8009,44.9658,8.3253,0.0,1013.597,84896,3.6335,36
Bhopal,78,42.1251,79.4589,18.2041,1.2419,12.0514,48.0352,24.5341,40.9131,10.2184,0.0,1009.8776,84045,3.2106,26
Nashik,102,60.5902,92.6171,42.3557,2.1378,30.4623,70.6225,16.4338,46.1654,8.274,11.6577,1012.4948,135319,8.119,43
Lucknow,69,42.1111,65.3464,22.1603,0.9637,13.1233,48.7347,25.4104,47.111,9.7766,0.0,1012.1554,40253,3.191,23
Ludhiana,109,59.1449,114.4667,26.391,1.2696,20.7901,51.5865,29.1105,47.6902,12.2744,0.0,1013.2791,79993,6.5818,46
Nashik,108,61.3778,103.8013,29.9618,1.3155,23.1717,54.5625,34.2927,34.5963,12.8993,0.0,1010.0656,64985,7.9463,43
Delhi,219,95.3136,171.5357,55.436,4.0289,19.2348,92.0682,35.8048,37.3491,11.0826,0.0,1010.9748,415541,5.5544,92
Nagpur,55,33.175,46.0094,14.5686,1.0834,4.5549,28.0799,15.2882,59.0062,12.2695,0.0,1007.2017,95416,1.3883,17
Pune,45,27.3236,40.6508,12.283,0.7151,6.0086,33.4333,35.5436,33.3109,17.4122,0.0,1004.435,56129,2.7206,12
Mumbai,111,60.302,78.9995,33.7332,2.6405,12.9847,55.3599,29.3256,75.6504,12.4868,6.78,1011.1098,275137,3.7665,49
Rajkot,60,32.4817,44.7241,18.7281,1.1933,9.3029,39.3615,12.1147,62.1206,10.8251,9.718,1013.9866,88670,2.6519,18
Chennai,132,69.6175,119.5174,37.0667,2.0699,20.5647,64.4974,30.1961,74.5969,10.8705,0.0,1011.9324,181004,6.0443,64
Nashik,142,72.2192,118.4916,36.2726,1.6049,24.5624,66.0115,30.24,43.2372,13.5268,0.0,1010.1263,107690,8.533,65
Pune,49,29.7897,45.8011,15.6754,0.9886,6.4774,39.0174,35.9263,46.7355,14.1921,0.0,1010.0473,93908,2.1308,14
Varanasi,93,50.2011,66.4397,30.9023,1.913,10.4274,54.9879,20.9545,44.8917,8.5605,0.0,1012.8465,135014,2.882,35
Thane,142,73.7366,119.3842,35.2443,1.6366,27.0596,69.5975,25.1774,45.2537,10.1315,0.0,1008.1075,86383,8.1572,68
Ludhiana,130,69.0255,114.1897,36.8101,1.4726,27.4859,67.4182,23.0891,45.5709,10.1475,0.0,1011.5373,81139,7.9695,59
Varanasi,55,31.2971,51.9612,17.1366,0.9124,7.9839,33.4483,17.9226,44.901,11.3392,0.0,1010.4027,69964,1.853,15
Pune,115,63.7075,92.4628,30.2744,1.816,17.3959,46.366,10.2713,53.7821,10.0967,0.0,1010.9162,121553,4.7434,50
Bhopal,132,69.5694,123.9738,37.1416,1.6772,22.548,75.434,23.8,41.7532,7.1207,0.0,1008.3876,94710,5.4902,60
Rajkot,76,46.9999,72.2943,27.7973,1.2613,12.0167,56.7101,32.445,41.4983,14.3728,0.0,1010.5863,115573,4.2883,27
Srinagar,79,42.5154,79.2138,21.9698,1.2994,12.849,34.8252,9.5573,68.6861,7.3951,0.0,861.7568,74575,2.7664,29
Nashik,93,57.8151,96.4351,29.8221,1.5592,20.536,36.5952,9.8991,49.3398,12.2696,0.0,1012.9463,104422,6.7632,39
Varanasi,68,39.1476,57.171,25.4442,1.2088,14.5131,46.5422,11.9963,65.5167,8.3421,2.828,1012.2105,50217,3.6129,22
Mumbai,106,29.6975,42.1614,31.9965,2.3901,10.4785,43.5228,31.2622,72.022,18.9386,15.2619,1008.7156,336058,4.5286,36
Rajkot,99,55.5167,98.8054,29.4382,1.4221,17.8921,65.7114,26.3062,45.3119,9.5621,0.0,1010.8849,95202,4.7653,39
Kolkata,141,72.7829,126.8312,42.1569,3.0197,15.8831,61.7629,12.8517,65.0075,7.8901,0.0,1010.7051,225919,4.0,68
Meerut,100,52.1205,96.8894,28.2518,1.3925,16.5678,58.2373,17.0904,51.9527,8.1648,0.0,1008.9711,72453,4.3607,37
Pune,78,44.7319,77.7713,25.5732,1.3354,14.692,56.7363,26.0795,42.9748,9.5734,0.0,1010.0918,77397,3.7996,26
Bhopal,82,20.332,16.3645,25.3457,1.58,13.1738,41.7691,15.7128,57.3305,9.8396,18.9593,1011.5102,103834,3.3995,21
Kolkata,231,99.6095,154.7044,55.6158,4.4008,15.2419,122.4759,28.383,39.2672,5.4915,0.0,1008.2821,312919,3.137,95
Agra,54,30.4691,56.6711,16.6522,0.8393,8.6195,43.9078,26.5412,46.305,10.4834,0.0,1006.7167,77166,1.9887,16
Ahmedabad,121,64.8627,99.04,31.4235,1.3245,23.583,72.6614,45.2147,31.7855,12.4551,0.0,1008.2289,90841,6.9925,49
Indore,59,29.6813,48.1303,21.4675,1.1888,8.3471,40.4609,19.5679,52.7521,10.8374,0.0,1011.238,80678,2.2498,17
Chennai,129,68.2387,120.2678,37.0878,3.2187,11.7313,45.7513,32.2797,80.1797,18.4445,0.0,1010.7848,448097,5.0448,62
Thane,174,83.4543,140.8326,39.5749,2.0813,29.2227,83.7855,28.5957,40.11,7.0097,0.0,1008.7842,100036,7.4029,82
Mumbai,110,63.4538,93.803,32.8882,2.7775,11.8321,38.3076,28.7418,75.926,20.3661,0.0,1011.6189,390196,5.2797,52
Indore,61,34.9874,37.0096,17.732,0.9021,6.9153,45.0599,26.0709,43.3152,9.5975,0.0,1010.5457,62955,1.7447,17
Srinagar,80,46.5525,80.4317,25.1847,1.3639,13.2555,51.6605,14.1305,64.9263,6.6646,0.0,861.1131,65155,2.8958,30
Delhi,332,160.057,232.2299,89.3195,6.5441,31.0168,192.4584,47.4217,28.6685,5.5803,0.0,1002.8036,475522,6.6608,100
Ludhiana,91,54.0927,89.2557,26.0728,1.3776,18.5472,60.8224,37.5483,28.7518,13.9103,0.0,1011.2195,87595,6.8383,32
Agra,54,21.9565,44.739,14.2061,1.1017,4.6555,50.558,33.2136,44.1157,9.6814,0.0,1006.4939,86660,0.686,14
Ahmedabad,122,66.2641,117.1443,32.3319,1.5367,23.4492,79.9193,38.19,31.6281,9.5233,0.0,1007.5949,74719,6.7264,52
Surat,141,72.2991,127.0912,37.6909,1.6822,25.9947,56.5515,26.2173,85.5726,11.5873,0.0,1010.9626,133559,8.0776,70
Patna,88,53.0779,83.8422,27.9375,1.35,17.3089,49.7684,18.1379,50.9693,11.4348,0.0,1012.4701,74940,5.316,34
Ahmedabad,157,77.4404,127.9691,35.9611,1.8595,29.2947,61.7029,11.0262,62.2247,8.6793,0.0,1012.037,72609,7.9501,76
Patna,75,46.1837,66.1319,22.5325,0.7858,14.55,65.5858,31.9135,45.3165,8.0958,0.0,1007.6521,28231,3.5717,26
Meerut,76,39.7331,74.3441,22.7047,0.8492,13.5086,41.9806,15.3857,54.3527,11.828,0.0,1014.4598,42791,4.5371,24
Hyderabad,216,94.5471,129.8284,63.4812,4.6514,20.3934,105.1695,25.2147,47.9164,9.0902,6.603,1007.9105,430836,5.6466,92
Nashik,185,85.4674,137.8846,42.0962,1.6885,33.0765,85.6264,29.6939,43.0233,8.0276,0.0,1011.8527,61043,8.7266,85
Ahmedabad,117,64.8213,116.843,34.4802,1.4389,24.3651,49.9311,18.2748,52.918,10.2191,0.0,1011.211,82481,6.4706,52
Ahmedabad,138,71.3188,120.6732,33.3939,1.6624,25.4092,59.5508,33.3515,42.0926,12.3251,0.0,1007.7698,103302,8.0263,63
Indore,86,50.1571,60.3082,32.2011,1.7293,22.9049,62.8733,27.2825,46.9583,9.4358,12.0717,1009.7639,114093,6.3689,32
Patna,56,31.7643,39.6999,15.3022,0.8383,5.2234,38.5877,22.251,53.5982,9.9339,0.0,1011.336,51158,1.2473,16
Pune,58,27.2473,61.8768,16.5345,0.935,6.3258,20.0239,12.9674,63.849,15.8562,0.0,1010.3366,73635,2.5626,18
Lucknow,67,39.6204,63.2608,22.1039,0.9157,14.1242,44.7103,19.2736,47.7243,9.5787,2.8295,1009.2154,55283,3.7093,21
Thane,106,49.8135,45.8228,49.4553,2.1304,35.5526,103.0133,29.5968,48.9727,6.6483,17.2382,1009.9467,94195,8.265,40
Ahmedabad,78,45.8101,72.1975,25.1735,1.0747,14.7349,44.9202,33.8829,36.3606,16.6928,0.0,1008.6123,98196,6.2425,25
Varanasi,99,51.1408,96.7855,25.5805,1.189,18.6421,52.8071,24.2674,44.9359,9.1356,0.0,1013.6953,41767,5.0734,36
Jaipur,54,25.6222,50.2582,14.5582,0.7692,8.5855,52.3585,43.4121,25.6988,11.5053,0.0,1005.5338,64719,2.222,13
Nashik,175,83.4336,134.9493,40.1185,1.9389,26.8508,77.8552,29.5466,47.8928,8.2338,0.0,1007.536,122334,6.9913,83
Surat,88,52.684,67.3503,25.6763,1.3038,17.9911,39.6526,31.8734,76.7393,17.2793,0.0,1007.2342,113948,7.1829,36
Surat,115,64.3642,119.6871,31.2456,1.6009,22.4551,44.8161,20.8603,73.6575,14.0757,0.0,1009.8474,114637,7.8192,53
Lucknow,98,59.3461,90.1508,29.8417,1.5061,17.2874,52.0551,21.1007,53.5761,10.1799,0.0,1005.6191,103883,5.3784,41
Jaipur,87,52.4241,90.8701,27.4903,1.3517,19.4276,49.0187,20.2101,44.7712,12.7836,0.0,1009.8673,87189,6.3189,34
Vadodara,148,74.2781,116.9386,32.2201,1.0447,31.2192,71.4076,34.0392,37.2914,9.2631,0.0,1010.6345,19847,8.6854,68
Lucknow,81,41.6409,80.3273,22.3882,1.1212,16.2943,24.0803,0.3084,65.1436,13.1351,0.0,1010.2911,67031,4.8654,28
Srinagar,97,57.7037,82.5822,24.8972,1.0945,14.4405,73.9237,28.8532,55.7086,6.507,0.0,856.1799,56479,3.0975,39
Kolkata,230,99.6362,152.653,59.0675,4.548,14.3593,88.3602,20.5101,49.08,9.5656,0.0,1009.589,446103,3.9195,95
Meerut,75,45.3771,71.469,24.7384,1.0203,16.4907,45.7684,26.6469,46.8397,13.0246,0.0,1010.45,63278,5.2094,26
Vadodara,157,77.0865,135.8971,41.714,1.6174,31.8731,84.5076,30.442,39.7581,9.1612,0.0,1008.9864,71386,8.4952,73
Rajkot,80,40.4279,81.0313,22.8979,1.4615,11.0751,67.2103,36.4344,41.518,8.2302,0.0,1009.2843,82901,2.7107,26
Rajkot,57,18.5314,3.5123,14.236,1.1611,8.0416,29.7693,15.9183,55.7636,9.1587,18.8482,1013.1582,64014,2.1295,15
Bhopal,83,40.8468,80.6945,23.8896,1.4232,9.8677,56.8264,28.0108,41.5408,8.7003,0.0,1008.5686,67638,2.8723,26
Kolkata,287,116.5258,160.5076,61.7462,4.6626,18.8451,79.8917,9.7937,47.648,9.2373,0.0,1012.4152,433590,5.3891,99
Vadodara,156,76.7341,127.0659,38.9457,1.5753,29.2406,62.8995,29.6379,45.669,10.584,0.0,1009.0453,71797,8.3414,73
Ahmedabad,120,56.8186,127.9011,25.9127,0.988,24.8444,44.2103,23.0846,47.3199,13.2187,0.0,1009.5392,47504,8.2298,49
Rajkot,94,54.0691,95.8075,27.3339,1.3403,16.7251,59.1118,29.8303,47.4759,9.0343,0.0,1008.4367,82916,4.2024,37
Ludhiana,237,101.1284,166.9872,47.1298,2.0884,40.3145,80.9328,17.3222,43.2452,7.6865,1.444,1012.676,87177,10.0,95
Vadodara,159,77.9907,126.0313,38.4199,1.774,26.583,83.9931,36.8318,38.0507,9.7149,0.0,1011.1094,93494,7.8085,74
Agra,65,37.3892,64.7097,20.9771,0.9785,13.3768,44.2875,21.7718,46.7726,10.2757,0.0,1007.0751,35390,3.772,20
Ahmedabad,95,40.8233,47.5518,40.9618,1.9106,26.7745,57.1231,15.2421,59.783,11.9719,19.1334,1008.721,129284,8.3921,34
Chennai,118,64.3449,102.1997,42.1901,3.3071,12.5331,62.2023,29.8604,77.9319,13.6825,0.0,1012.2021,375263,3.6115,55
Rajkot,89,42.0651,88.8836,27.8001,1.1467,16.6092,51.6353,15.9265,57.9618,7.6026,0.0,1013.528,66145,3.7355,31
Mumbai,105,57.232,101.7308,31.8743,2.3682,11.4903,41.252,27.3393,77.0227,19.3314,0.0,1010.3683,342917,5.0947,47
Delhi,218,95.1352,149.9779,53.3162,4.3045,15.474,85.0183,31.9844,36.3877,11.1965,0.0,1008.8475,439721,4.4481,92
Bangalore,239,101.8023,197.6077,68.59,4.8087,18.9981,88.5456,14.6086,63.6714,11.2596,0.0,1006.1565,507719,6.0014,96
Chennai,78,42.0223,66.149,23.1516,1.5363,11.4525,26.5851,33.0399,68.462,26.2008,0.0,1010.1156,228561,5.9166,27
Pune,62,31.8814,61.0701,15.3967,0.6409,11.7705,38.7126,20.2617,52.115,9.0693,0.0,1009.5952,21276,2.4374,18
Thane,115,58.294,120.1668,28.4282,1.2609,25.0303,37.7745,17.3692,56.2692,14.3686,0.0,1008.3134,69247,8.7865,48
Ludhiana,128,67.8151,113.1908,33.4981,1.288,28.71,44.87,14.9373,53.8798,12.3946,0.0,1010.2647,74016,8.9707,58
Indore,72,43.4652,68.6867,22.1615,1.2756,14.2477,41.6376,32.5298,40.4596,13.5932,0.0,1009.3231,100430,4.6027,23
Surat,151,75.8504,110.68,33.9187,1.454,27.3964,50.7001,29.4743,84.4945,14.788,0.0,1009.2812,98749,9.9621,75
Bhopal,78,36.0391,8.1584,30.5479,1.461,16.9585,78.9739,31.5272,36.2323,7.3601,17.5576,1012.0397,83078,4.1228,23
Meerut,61,36.7715,60.4568,15.5233,0.7613,11.2931,36.4349,31.3507,42.5007,13.7078,0.0,1010.7677,53682,3.1315,18
Meerut,130,69.1056,109.0035,31.645,1.4303,21.5434,71.4341,26.6259,54.0075,7.6629,0.0,1009.7176,95885,5.2602,61
Bhopal,86,43.7087,84.6746,26.3907,1.5382,10.8216,67.3128,34.4037,39.5074,8.1826,0.0,1007.7388,93751,3.1118,28
Nagpur,46,27.3987,37.9952,18.8243,0.9403,8.9275,41.8567,21.023,57.4513,11.2419,7.9827,1010.6869,80433,2.3643,13
Nagpur,76,44.7707,76.4513,24.3899,1.1352,14.8961,61.3726,31.8239,39.9273,10.6266,0.0,1008.8429,85416,4.0202,25
Delhi,179,83.0585,128.5247,45.0627,3.4358,16.3371,62.6883,31.1963,40.1997,14.2153,0.0,1008.5382,392881,5.6572,82
Chennai,94,49.8483,82.811,27.4571,1.8808,8.2544,38.7947,31.9342,75.7874,17.4935,0.0,1011.1561,258523,2.9835,38
Srinagar,100,48.116,98.3137,28.4265,1.4475,16.448,61.6131,17.2538,62.5875,6.2055,0.0,860.9425,64182,3.5408,38
Bhopal,71,41.7235,70.2106,19.2115,1.0787,12.9859,43.3289,23.4342,57.3457,10.6555,0.0,1008.6719,59190,3.6375,24
Nagpur,81,47.4021,74.2828,25.5528,1.1694,15.0684,40.0213,14.57,57.4882,11.8292,0.0,1012.27,85223,4.7278,28
Nagpur,81,48.6447,71.488,25.8088,1.4247,10.6395,62.2737,26.239,33.7379,9.0327,0.0,1015.061,97199,2.7875,27
Indore,69,40.3652,72.7271,21.0148,1.0466,11.8311,30.7584,12.4523,57.9314,9.8342,0.0,1014.665,74687,3.0201,24
Nagpur,70,36.7656,71.6388,18.9293,0.908,12.6891,49.2827,32.6526,33.6905,13.5166,0.0,1009.3103,52865,4.6436,21
Chennai,111,62.7226,93.9166,35.5587,2.1938,14.6428,48.3895,30.9784,72.3976,17.2778,0.0,1009.0371,267776,6.3891,50
Bhopal,76,34.6772,54.2747,18.7046,1.513,5.7593,65.3022,37.5392,40.1125,7.4335,1.8096,1009.921,92394,1.2064,22
Mumbai,143,71.9132,114.8553,37.3836,1.865,23.0796,55.5059,33.5289,80.9543,13.5761,0.0,1009.9019,170236,7.8237,69
Ahmedabad,122,66.0639,103.195,26.3905,1.1333,23.7062,35.4653,26.5409,44.154,16.9036,0.0,1007.2414,75224,10.0,53
Agra,79,47.6656,78.8374,23.2716,1.4076,10.3108,42.0745,13.9394,56.8096,8.4337,0.0,1013.5129,88902,2.5413,29
Bhopal,50,22.3801,50.3959,14.3435,0.919,6.2575,41.1907,30.4997,37.5414,14.9538,0.0,1008.2034,85086,2.2844,12
Nagpur,57,26.8435,60.3016,15.5743,0.7008,6.1998,48.5281,27.3639,35.2019,9.2917,0.0,1010.046,56540,1.4184,15
Ludhiana,139,72.0832,127.8579,39.8312,1.3917,28.2221,81.1991,26.2175,42.6744,7.777,0.0,1013.3129,58847,7.1993,65
Rajkot,102,55.683,102.2577,29.7906,1.7436,18.2238,52.0048,21.481,43.579,9.8732,0.0,1010.1785,110689,4.8468,40
Mumbai,192,88.7356,154.3842,50.4465,3.6457,17.0832,57.7477,28.3831,84.67,15.3192,0.0,1010.9992,464011,6.2852,90
Chennai,127,68.1345,129.1306,42.7802,3.4156,10.4391,53.256,29.2532,73.0682,15.0302,0.0,1008.6865,438389,3.5472,61
Mumbai,113,59.358,105.142,37.4388,3.0314,11.2575,48.0902,29.008,84.886,16.4701,0.0,1013.8551,375396,3.8882,52
Varanasi,101,53.5141,102.9218,28.8024,1.5287,20.0835,35.8261,7.1058,63.5315,9.7171,0.0,1013.5308,86253,5.6389,42
Varanasi,83,44.051,83.5698,22.5733,0.958,14.2445,32.183,18.5273,56.5996,14.2906,0.0,1011.4243,83511,5.5187,29
Surat,154,76.0541,140.7861,42.2829,1.7029,33.2322,66.3192,29.2755,82.2615,11.3788,0.0,1011.1887,81226,10.0,76
Nashik,122,67.2489,116.0963,32.9837,1.4203,22.0618,57.6671,26.988,49.4249,14.0579,0.0,1010.1368,114927,7.6815,56
Meerut,78,36.9636,78.2358,18.5443,0.9994,11.0761,39.6187,33.3198,38.5969,15.4185,0.0,1005.0176,90179,3.6102,24
Lucknow,86,53.0756,80.2621,24.6783,1.1655,13.6398,54.2872,20.5249,43.0282,8.9607,0.0,1012.2743,75902,3.5377,33
Indore,109,63.3685,109.8747,30.8388,1.1897,20.6613,56.8534,17.9272,55.7061,8.1697,0.0,1011.0637,57730,5.3266,49
Vadodara,142,72.6936,114.7276,33.6747,1.4749,28.2621,68.3967,20.987,39.9066,8.3825,0.0,1011.6357,55815,7.4003,66
Thane,234,100.8611,168.376,47.9035,2.1665,37.9079,87.044,22.4433,52.6956,8.0033,0.0,1011.9953,84480,9.6932,95
Pune,88,52.6418,88.7763,24.8031,1.4896,16.7285,78.6119,37.9954,35.1159,6.4509,0.0,1007.6672,64569,3.7047,32
Jaipur,85,48.3651,84.4451,27.5593,1.4568,15.6675,55.5345,20.1472,52.7341,9.8746,1.3286,1009.1733,91770,4.3002,31
Mumbai,267,110.2444,180.1335,65.4096,5.0942,17.261,92.0971,27.648,80.0073,11.1332,0.0,1008.926,548032,5.1064,98
Srinagar,98,50.1584,92.3074,28.7645,1.9567,13.8538,63.1782,20.3845,59.0091,5.8487,0.0,862.7838,90362,2.865,38
Ludhiana,198,89.973,143.75,44.3904,1.9017,37.9051,65.6812,7.3282,54.7948,8.0342,5.0365,1013.6281,72852,10.0,89
Lucknow,68,28.2095,53.2206,15.0165,1.3495,4.3966,54.9344,39.9842,23.8372,11.2189,0.0,1008.9049,100808,1.1539,17
Patna,94,51.2827,92.7313,29.8768,1.9017,14.6948,69.9959,20.6784,44.806,6.8345,0.0,1009.0757,98513,3.1031,35
Mumbai,112,56.7597,87.2253,37.5858,2.5757,10.3023,42.2368,31.1731,76.5673,19.3481,0.0,1008.7209,375459,4.3916,47
Patna,73,38.7125,71.1727,25.623,1.1804,10.2917,48.5943,16.34,54.9467,8.8841,0.0,1014.9044,90123,2.2328,23
Srinagar,83,48.6653,70.5238,21.3186,1.3781,9.7438,56.646,27.5528,54.7279,6.8217,0.0,857.1924,79892,2.4277,29
Nashik,108,59.078,110.5845,30.816,1.1916,23.9099,52.7058,11.8987,52.1926,7.5318,0.0,1013.0461,45486,5.6304,45
Delhi,170,80.8699,127.283,37.0964,2.9922,11.3927,57.9367,33.8727,40.4167,16.2402,0.0,1011.7601,400256,4.5617,79
Vadodara,153,76.7067,138.0713,35.2584,1.6612,30.5555,62.9754,31.0711,46.0776,11.6171,0.0,1011.1669,104487,9.345,73
Nagpur,70,38.2139,67.6074,17.512,0.8908,15.874,41.5726,20.1601,53.831,8.2124,0.0,1009.3548,22088,3.398,21
Bhopal,76,34.0093,75.2383,20.619,1.1297,11.2642,41.7332,29.2998,41.4592,14.0898,0.0,1009.3466,90805,3.7679,22
Agra,88,46.2085,87.3264,24.5152,1.2569,12.5967,64.5623,26.4337,39.5782,7.386,0.0,1010.7279,71585,2.992,30
Patna,88,48.0447,86.4964,19.2978,0.9477,15.8987,53.9155,30.0948,53.7393,11.1531,0.0,1009.8352,43108,4.9994,32
Ludhiana,86,44.5368,86.5227,24.8626,1.0133,20.0388,44.9866,29.6716,43.8378,13.754,0.0,1010.0849,47359,6.9141,29
Nagpur,65,38.5749,53.905,15.846,0.8599,11.3335,26.1143,12.523,53.3372,14.8771,0.0,1013.8912,65639,3.3662,21
Indore,80,48.6087,76.2304,24.7533,1.3558,12.4425,65.8254,31.4786,37.8315,8.6364,0.0,1008.233,93732,3.3186,28
Bangalore,189,87.0405,134.5205,41.781,2.6649,21.8126,62.6071,14.3033,41.6694,10.4942,0.0,1007.5792,246589,6.0451,86
Jaipur,96,57.7654,91.9779,30.9582,1.4665,16.6516,50.0307,8.9651,60.1853,7.4309,0.0,1011.3795,80079,4.211,40
Chennai,105,53.2501,65.8853,33.3709,2.404,7.5152,36.0334,26.9768,76.0714,18.7978,0.0,1011.3802,345341,3.8243,45
Pune,68,40.368,62.0834,20.3543,1.2583,10.4176,44.3958,29.1676,47.3659,12.1152,0.0,1011.2709,97044,2.7329,21
Hyderabad,207,92.5271,156.4163,62.391,4.5158,18.6161,114.2232,44.1415,33.8887,9.6611,3.5411,1011.9515,449747,4.8781,90
Pune,104,53.6754,104.576,26.2583,1.1458,17.209,52.4949,25.2934,42.3374,10.2336,0.0,1009.0142,64022,4.7686,40
Ludhiana,149,74.1199,122.8167,36.7574,1.6962,23.278,82.5562,24.1919,49.5449,5.8701,0.0,1010.5125,80735,5.1388,69
Agra,99,58.3079,100.136,27.189,0.9478,20.4509,50.5755,13.2987,54.4771,8.5508,0.0,1011.9441,36112,5.4194,42
Meerut,67,25.9324,68.2422,19.504,1.092,8.2724,21.5175,3.2141,68.1887,9.1245,0.0,1015.5213,59273,2.2379,20
Pune,91,54.5723,82.6336,26.6896,1.3885,17.7872,49.0239,14.8439,46.4105,8.2987,0.0,1010.1456,67577,4.5349,35
Delhi,249,104.4469,158.2775,56.7653,3.7856,23.5687,107.5697,40.5637,37.3786,8.9866,0.0,1006.9273,335247,5.8701,96
Ahmedabad,99,59.3254,90.3361,26.8307,1.1024,22.3669,57.168,40.7636,27.2815,14.3737,3.4447,1006.8795,101095,7.9568,38
Meerut,80,46.2455,78.3764,23.4153,1.17,14.7399,55.8276,23.7306,56.784,7.8959,0.0,1008.2102,48229,3.6695,28
